Target	Source	Weight	Total	Type	max
GB02212202	GB01500669	100.0	99.0	Directed	99.0
GB02611800	MICROSOFT CORP.	100.0	99.0	Directed	99.0
GB02616325	GB01500669	100.0	100.0	Directed	100.0
GB02646104	MICROSOFT CORP.	100.0	100.0	Directed	100.0
GB02886107	US*B000063611	100.0	99.0	Directed	99.0
GB03232655	GB01624297	100.0	100.0	Directed	100.0
GB03352679	US770333710	100.0	50.01	Directed	50.01
GB03369488	IE342235	100.0	100.0	Directed	100.0
GB03709300	MICROSOFT CORP.	100.0	99.0	Directed	99.0
GB04618485	IE342235	100.0	100.0	Directed	100.0
GB05012699	LULB111886	100.0	100.0	Directed	100.0
GB05695640	US770333710	100.0	50.01	Directed	50.01
GB06287946	US770333710	100.0	50.01	Directed	50.01
GB06373448	US169794096L	100.0	99.0	Directed	99.0
GB06441873	US470912023	100.0	50.01	Directed	50.01
GB06671487	MICROSOFT CORP.	100.0	100.0	Directed	100.0
GB07199706	GB07897159	100.0	100.0	Directed	100.0
GB07199706	US770333710	0.0	50.01	Directed	50.01
GB07571825	IE290284	100.0	100.0	Directed	100.0
GB07772064	GB06671487	100.0	100.0	Directed	100.0
GB07897159	US770333710	100.0	99.0	Directed	99.0
GB08398001	US209556477L	100.0	100.0	Directed	100.0
GB09616816	IE256796	100.0	100.0	Directed	100.0
GBIM010090V	US470912023	100.0	99.0	Directed	99.0
GBIM010097V	US470912023	100.0	0.0	Directed	50.01
GBIM010098V	US470912023	100.0	0.0	Directed	50.01
GBIM010348V	US470912023	100.0	0.0	Directed	50.01
GR094353733	MICROSOFT CORP.	100.0	100.0	Directed	100.0
GT31075205115	MICROSOFT CORP.	100.0	0.0	Directed	50.01
HK0000199927	MICROSOFT CORP.	100.0	0.0	Directed	50.01
HK0000271153	US770333710	100.0	50.01	Directed	50.01
HK0016664469	US470912023	100.0	0.0	Directed	50.01
HK0018652105	US470912023	100.0	50.01	Directed	50.01
HR57802034237	MICROSOFT CORP.	100.0	100.0	Directed	100.0
HU*110175553339	DK76247218	100.0	100.0	Directed	100.0
IE146992	FI25836605	100.0	100.0	Directed	100.0
IE256796	IE342235	100.0	100.0	Directed	100.0
IE256796	MICROSOFT CORP.	0.0	50.01	Directed	50.01
IE290284	MICROSOFT CORP.	0.0	100.0	Directed	100.0
IE290284	IE342235	100.0	100.0	Directed	100.0
IE326989	US770333710	100.0	99.0	Directed	99.0
IE342235	IE348353	79.99519980799232	0.0	Directed	99.99
IE342235	MICROSOFT CORP.	20.004800192007682	50.01	Directed	50.01
IE348350	IE348351	100.0	100.0	Directed	100.0
IE348351	IE348353	78.42815856446535	0.0	Directed	90.91
IE348351	MICROSOFT CORP.	21.57184143553466	50.01	Directed	50.01
IE348353	BM37999R	100.0	0.0	Directed	99.1
IE362396	IE348353	100.0	0.0	Directed	90.91
IE394613	IE348353	100.0	0.0	Directed	99.99
IE477441	US470912023	100.0	50.01	Directed	50.01
IE477442	US470912023	100.0	50.01	Directed	50.01
IE493836	IE348353	100.0	0.0	Directed	99.99
IE493837	LU*B000035906	100.0	100.0	Directed	100.0
IE499865	IE348353	100.0	0.0	Directed	99.0
IL*1550045305	US770333710	100.0	0.0	Directed	50.01
IL53-251-4114	US770333710	100.0	0.0	Directed	50.01
IL53-348-4648	IL53-251-4114	100.0	100.0	Directed	100.0
IL53-366-3621	MICROSOFT CORP.	100.0	0.0	Directed	50.01
IL60-020-7856	MICROSOFT CORP.	100.0	0.0	Directed	50.01
IN*290244347	FI20583661	100.0	95.0	Directed	95.0
IN0000211268	US770333710	100.0	0.0	Directed	50.01
IN0007435342	FI23771473	100.0	99.1	Directed	99.1
IN0010899854	MICROSOFT CORP.	100.0	0.0	Directed	50.01
IN0012105968	FI25836605	100.0	99.9	Directed	99.9
IS4608972389	MICROSOFT CORP.	100.0	100.0	Directed	100.0
IT*310309986	DK76247218	100.0	0.0	Directed	65.0
IT01939130223	GB03369488	100.0	0.0	Directed	50.0
IT03126921208	MICROSOFT CORP.	100.0	0.0	Directed	91.0
IT05804300969	US770333710	100.0	50.01	Directed	50.01
IT11410911009	IE477441	100.0	100.0	Directed	100.0
IT11410911009	US470912023	0.0	50.01	Directed	50.01
JO*957044843	MICROSOFT CORP.	100.0	100.0	Directed	100.0
JP*190621215185	US470912023	100.0	0.0	Directed	50.01
JP*416524577	NO979158831	100.0	100.0	Directed	100.0
JP2010401092245	MICROSOFT CORP.	100.0	0.0	Directed	50.01
JP2011101046292	US770333710	100.0	0.0	Directed	50.01
KR*907086623	US770333710	100.0	0.0	Directed	50.01
KR1101140053310	MICROSOFT CORP.	100.0	0.0	Directed	50.01
KY*907086594	US770333710	100.0	0.0	Directed	50.01
LT*110175553337	DK76247218	100.0	100.0	Directed	100.0
LU*925403819	LU*P0070704	100.0	100.0	Directed	100.0
LU*925403823	LU*B000035906	100.0	100.0	Directed	100.0
LU*B000035906	NL17103708	100.0	100.0	Directed	100.0
LU*B000035906	MICROSOFT CORP.	0.0	50.01	Directed	50.01
LU*P0070704	LU*B000035906	100.0	100.0	Directed	100.0
LU*Q000-6756544	MICROSOFT CORP.	100.0	100.0	Directed	100.0
LULB100467	LULB96677	100.0	100.0	Directed	100.0
LULB100468	MICROSOFT CORP.	0.0	50.01	Directed	50.01
LULB100468	LULB111886	100.0	100.0	Directed	100.0
LULB111886	MICROSOFT CORP.	0.0	50.01	Directed	50.01
LULB111886	LULB141504	100.0	100.0	Directed	100.0
LULB141504	MICROSOFT CORP.	100.0	50.01	Directed	50.01
LULB180461	MICROSOFT CORP.	100.0	99.0	Directed	99.0
LULB180480	LULB180461	100.0	100.0	Directed	100.0
LULB96677	LU*B000035906	100.0	99.0	Directed	99.0
LULB97198	IE256796	100.0	100.0	Directed	100.0
LV000343829	MICROSOFT CORP.	100.0	100.0	Directed	100.0
MA181143-81	FI25836605	100.0	100.0	Directed	100.0
ME02654555	MICROSOFT CORP.	100.0	100.0	Directed	100.0
MTC35520	MICROSOFT CORP.	100.0	0.0	Directed	99.99
MX*110022932369	FI25836605	100.0	100.0	Directed	100.0
MX*110022932370	FI25836605	100.0	100.0	Directed	100.0
MX*110137173982	US470912023	100.0	0.0	Directed	50.01
MX*110140439438	US770333710	100.0	50.01	Directed	50.01
MX*110140439439	US770333710	100.0	0.0	Directed	50.01
MXMME910620Q85	MICROSOFT CORP.	100.0	0.0	Directed	50.01
MY129710-D	FI25836605	100.0	99.9	Directed	99.9
MY244003-A	MICROSOFT CORP.	100.0	100.0	Directed	100.0
MY468698-T	MICROSOFT CORP.	100.0	100.0	Directed	100.0
NG*110022932396	FI25836605	100.0	99.9	Directed	99.9
NL*310530545	DK76247218	100.0	100.0	Directed	100.0
NL17103708	NL53763114	100.0	100.0	Directed	100.0
NL17103708	MICROSOFT CORP.	0.0	99.0	Directed	99.0
NL24384984	IE348353	100.0	100.0	Directed	100.0
NL34061536	LULB180461	100.0	100.0	Directed	100.0
NL34140036	MICROSOFT CORP.	100.0	100.0	Directed	100.0
NL34143486	IE256796	100.0	100.0	Directed	100.0
NL34370729	IE477441	100.0	100.0	Directed	100.0
NL34370729	US470912023	0.0	50.01	Directed	50.01
NL53763114	MICROSOFT CORP.	100.0	0.0	Directed	99.0
NL53866169	IE342235	100.0	100.0	Directed	100.0
NL59638672	FI25836605	100.0	100.0	Directed	100.0
NO928109941	FI25836605	100.0	100.0	Directed	100.0
NO979158831	NL17103708	100.0	100.0	Directed	100.0
NO980313514	NO979158831	100.0	100.0	Directed	100.0
NZ9429034051795	MICROSOFT CORP.	100.0	100.0	Directed	100.0
NZ9429039098740	MICROSOFT CORP.	100.0	50.01	Directed	50.01
PE20254138577	MICROSOFT CORP.	100.0	0.0	Directed	98.0
PH*1550045310	US770333710	100.0	0.0	Directed	50.01
PHAS94003070	FI25836605	100.0	100.0	Directed	100.0
PK0059855	FI20583661	100.0	99.9	Directed	99.9
PL*110175553340	DK76247218	100.0	100.0	Directed	100.0
PT*1451298	DK76247218	100.0	100.0	Directed	100.0
PT*340615021	ESB62198247	100.0	100.0	Directed	100.0
PT502586745	MICROSOFT CORP.	100.0	0.0	Directed	99.96
PT507752422	US770333710	0.0	50.01	Directed	50.01
PT507752422	ESB62198247	100.0	100.0	Directed	100.0
QA*939043468	MICROSOFT CORP.	100.0	100.0	Directed	100.0
RO16367144	FI23771473	100.0	100.0	Directed	100.0
RO8915831	MICROSOFT CORP.	100.0	100.0	Directed	100.0
RS17402200	MICROSOFT CORP.	100.0	100.0	Directed	100.0
RU*110140530644	FI25836605	100.0	100.0	Directed	100.0
RU*311766442	DK76247218	100.0	100.0	Directed	100.0
RU38285465	MICROSOFT CORP.	100.0	100.0	Directed	100.0
RU67537123	US770333710	100.0	50.01	Directed	50.01
RU72989666	MICROSOFT CORP.	100.0	100.0	Directed	100.0
RU86572601	NL17103708	100.0	0.0	Directed	99.0
RU98288754	FI25836605	100.0	100.0	Directed	100.0
SE5562334804	LULB180461	100.0	100.0	Directed	100.0
SE5562334804	MICROSOFT CORP.	0.0	50.01	Directed	50.01
SE5564886827	DK76247218	100.0	100.0	Directed	100.0
SE5567026769	LULB96677	100.0	100.0	Directed	100.0
SE5567092886	MICROSOFT CORP.	100.0	100.0	Directed	100.0
SE5567597686	NL17103708	66.66666666666667	0.0	Directed	50.01
SE5567597686	MICROSOFT CORP.	33.333333333333336	50.01	Directed	50.01
SE5567931091	US770333710	100.0	50.01	Directed	50.01
SE5568192388	SE5567597686	100.0	100.0	Directed	100.0
SE5568464969	IE477441	100.0	100.0	Directed	100.0
SE5568464969	US470912023	0.0	50.01	Directed	50.01
SE5569528150	US248913398L	100.0	100.0	Directed	100.0
SG198900336W	FI25836605	100.0	100.0	Directed	100.0
SG199802706M	MICROSOFT CORP.	0.0	50.01	Directed	50.01
SG199802706M	SG200312622N	100.0	100.0	Directed	100.0
SG200312622N	MICROSOFT CORP.	100.0	0.0	Directed	50.01
SG200607626M	US770333710	100.0	0.0	Directed	50.01
SG201109821G	US470912023	100.0	0.0	Directed	50.01
SI5871964	MICROSOFT CORP.	100.0	100.0	Directed	100.0
SK31398871	MICROSOFT CORP.	100.0	100.0	Directed	100.0
SV06142206981033	MICROSOFT CORP.	100.0	0.0	Directed	50.01
TH*110020556534	FI23771473	100.0	99.9	Directed	99.9
TH0105536061941	MICROSOFT CORP.	100.0	0.0	Directed	99.98
TH0105537000945	FI23771473	100.0	0.0	Directed	99.98
TH0105544044537	MICROSOFT CORP.	100.0	0.0	Directed	99.95
TR*110175553338	DK76247218	100.0	100.0	Directed	100.0
TR260211F	FI25836605	100.0	94.7	Directed	94.7
TW*110166473912	FI25836605	100.0	100.0	Directed	100.0
TW27993679	US770333710	100.0	0.0	Directed	50.01
UA32383277	MICROSOFT CORP.	100.0	0.0	Directed	98.01
US*110003010148	SE5567092886	100.0	100.0	Directed	100.0
US*1550213945	US770333710	100.0	0.0	Directed	50.01
US*1550213947	US770333710	100.0	0.0	Directed	50.01
US*1550213952	US770333710	100.0	0.0	Directed	50.01
US*1550213991	US770333710	100.0	0.0	Directed	50.01
US*1709903333	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*190521490638	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*190521497406	US770333710	100.0	0.0	Directed	50.01
US*190521502987	DK76247218	100.0	100.0	Directed	100.0
US*190521504192	LULB96677	100.0	100.0	Directed	100.0
US*190521510782	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US*190521512366	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*190521521546	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*190521522026	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*190521533952	US470912023	100.0	100.0	Directed	100.0
US*190521540081	US770333710	100.0	0.0	Directed	50.01
US*190521547094	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*908301620	US470912023	100.0	100.0	Directed	100.0
US*908312583	US470912023	100.0	100.0	Directed	100.0
US*908316247	US770333710	100.0	0.0	Directed	50.01
US*913401120	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*918499182	US470912023	100.0	100.0	Directed	100.0
US*918550663	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*932019777	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*933020331	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*B000040123	US770333710	100.0	99.0	Directed	99.0
US*B000063611	US770333710	100.0	99.0	Directed	99.0
US*D00341712	US770333710	100.0	0.0	Directed	50.01
US*Z00002919	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*Z00008784	US200193510L	100.0	100.0	Directed	100.0
US*Z00010957	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*Z00053688	US470912023	100.0	100.0	Directed	100.0
US*Z00074006	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*Z00094549	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*Z00226630	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US*Z00290926	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US123039704L	US770333710	100.0	0.0	Directed	50.01
US123446180L	US770333710	100.0	0.0	Directed	50.01
US123477053L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US123883906L	US149209406L	100.0	0.0	Directed	50.01
US124006115L	US149209407L	100.0	0.0	Directed	50.01
US124078438L	US770333710	100.0	0.0	Directed	50.01
US124131063L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US126392110L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US126624606L	US132187742L	100.0	0.0	Directed	50.01
US126996945L	US123883906L	100.0	0.0	Directed	50.01
US127295326L	MICROSOFT CORP.	49.99500049995001	100.0	Directed	100.0
US127295326L	US206800842L	50.00499950005	0.0	Directed	50.01
US127543590L	US770333710	100.0	0.0	Directed	50.01
US127611985L	US149209406L	100.0	0.0	Directed	50.01
US128743251L	US911819567	100.0	0.0	Directed	50.01
US129568162L	US770333710	100.0	0.0	Directed	50.01
US130334679L	US130334680L	100.0	0.0	Directed	50.01
US130334680L	US149209406L	100.0	0.0	Directed	50.01
US131024722L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US131253191L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US131343006L	US770333710	100.0	0.0	Directed	50.01
US132090906L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US132144019L	US139523871L	100.0	0.0	Directed	50.01
US132169801L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US132187742L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US132246351L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US132299296L	US132931248L	100.0	0.0	Directed	50.01
US132920414L	US149209407L	100.0	0.0	Directed	50.01
US132931248L	US132187742L	100.0	0.0	Directed	50.01
US132954523L	US132187742L	100.0	0.0	Directed	50.01
US132962018L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US134277644L	US132187742L	100.0	0.0	Directed	50.01
US136802068L	US770333710	100.0	0.0	Directed	50.01
US137561427L	US770333710	100.0	0.0	Directed	50.01
US139523871L	US132187742L	100.0	0.0	Directed	50.01
US140188064L	US132187742L	100.0	0.0	Directed	50.01
US141276233L	US770333710	100.0	0.0	Directed	50.01
US141488989L	US770333710	100.0	0.0	Directed	50.01
US141673714L	US132187742L	100.0	0.0	Directed	50.01
US143687920L	US470912023	100.0	100.0	Directed	100.0
US145027243L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US145281449L	US123883906L	100.0	0.0	Directed	50.01
US146385450L	US770333710	100.0	0.0	Directed	50.01
US147422078L	US132931248L	100.0	0.0	Directed	50.01
US147979927L	US770333710	100.0	0.0	Directed	50.01
US148829164L	US139523871L	100.0	0.0	Directed	50.01
US149106066L	US131024722L	100.0	0.0	Directed	50.01
US149127627L	US149209406L	100.0	0.0	Directed	50.01
US149142876L	US132187742L	100.0	0.0	Directed	50.01
US149179834L	US149209407L	100.0	0.0	Directed	50.01
US149209406L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US149209407L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US149209410L	US149209407L	100.0	0.0	Directed	50.01
US150238226L	US911819567	100.0	0.0	Directed	50.01
US160293723L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US164179686L	US132187742L	100.0	0.0	Directed	50.01
US164179731L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US164179806L	US149209407L	100.0	0.0	Directed	50.01
US164681124L	US770333710	100.0	0.0	Directed	50.01
US166250418L	US770333710	100.0	0.0	Directed	50.01
US167974035L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US168688551L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US168702885L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US169224474L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US169345173L	NO979158831	100.0	0.0	Directed	50.01
US169345182L	US132187742L	100.0	0.0	Directed	50.01
US169479951L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US169519467L	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US169794096L	US770333710	100.0	99.0	Directed	99.0
US170881623L	US132187742L	100.0	0.0	Directed	50.01
US173403435L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US174185973L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US177025608L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US180957213L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US186853221L	US770333710	100.0	0.0	Directed	50.01
US189839349L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US192682434L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US192682437L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US196765350L	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US196842135L	US132187742L	100.0	0.0	Directed	50.01
US2-41300	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US2-41307	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US2-41314	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US2-41315	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US200193510L	US470912023	100.0	0.0	Directed	50.01
US200568549L	US470912023	100.0	0.0	Directed	50.01
US200635512L	US911819567	100.0	0.0	Directed	50.01
US201073758L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US201921192L	US132187742L	100.0	0.0	Directed	50.01
US202119201L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US202520883L	US470912023	100.0	100.0	Directed	100.0
US203506374L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US206800842L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US209480316L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US209556477L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US209995983L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US220895786L	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US222332438L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US224289578L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US227842721L	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US237501932L	US470912023	100.0	0.0	Directed	50.01
US238174469L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US238209467L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US248913398L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US250191731L	US220895786L	100.0	0.0	Directed	50.01
US251505248L	MICROSOFT CORP.	100.0	100.0	Directed	100.0
US252760910L	MICROSOFT CORP.	100.0	0.0	Directed	50.0
US255477770L	US470912023	100.0	100.0	Directed	100.0
US263130518L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US263130623L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US263171099L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US264124553L	US132962018L	100.0	0.0	Directed	50.01
US264316943L	US470912023	100.0	100.0	Directed	100.0
US265731029L	US470912023	100.0	100.0	Directed	100.0
US267451988L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US272646782L	US770333710	100.0	0.0	Directed	50.01
US272646785L	US770333710	100.0	0.0	Directed	50.01
US273807968L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US273809561L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
US275474114L	MICROSOFT CORP.	100.0	0.0	Directed	50.01
